ruta,Origen,origen_localidad,origen_pais,origen_provincia,origen_continente,origen_lat,origen_lon,Destino,destino_localidad,destino_pais,destino_provincia,destino_continente,destino_lat,destino_lon
Mendoza (Argentina) - Porto Alegre (Brasil),Mendoza (Argentina),Mendoza,Argentina,Mendoza,América del Sur,-34.787093,-68.4381868,Porto Alegre (Brasil),Porto Alegre,Brasil,,América del Sur,-30.0324999,-51.2303767
Ezeiza (Argentina) - M. Caballero (Bolivia),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,M. Caballero (Bolivia),M. Caballero,Bolivia,,América del Sur,-17.8271852,-64.5317328
Puerto Iguazú (Argentina) - Barranquilla (Colombia),Puerto Iguazú (Argentina),Puerto Iguazú,Argentina,Misiones,América del Sur,-25.6107508,-54.5764199,Barranquilla (Colombia),Barranquilla,Colombia,,América del Sur,11.0101922,-74.8231794
Ciudad de Buenos Aires (Argentina) - São José Dos Campos (Brasil),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,São José Dos Campos (Brasil),São José Dos Campos,Brasil,,América del Sur,-23.1867782,-45.8854538
Córdoba (Argentina) - Munich (Alemania),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Munich (Alemania),Munich,Alemania,,Europa,48.1371079,11.5753822
Reconquista (Argentina) - San Carlos de Bariloche (Argentina),Reconquista (Argentina),Reconquista,Argentina,Santa Fe,América del Sur,-29.1443478,-59.6437728,San Carlos de Bariloche (Argentina),San Carlos de Bariloche,Argentina,Río Negro,América del Sur,-41.1334781,-71.3101474
Ezeiza (Argentina) - Puerto San José (Guatemala),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Puerto San José (Guatemala),Puerto San José,Guatemala,,América Central y Caribe,13.9246126,-90.8191844
Neuquén (Argentina) - San Fernando del Valle de Catamarca (Argentina),Neuquén (Argentina),Neuquén,Argentina,Neuquén,América del Sur,-38.3695057,-69.832275,San Fernando del Valle de Catamarca (Argentina),San Fernando del Valle de Catamarca,Argentina,Catamarca,América del Sur,-28.4688806,-65.7790642
Ezeiza (Argentina) - Camp Springs (Estados Unidos),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Camp Springs (Estados Unidos),Camp Springs,Estados Unidos,,América del Norte,38.8020807,-76.9241908
Mendoza (Argentina) - Concepcion (Chile),Mendoza (Argentina),Mendoza,Argentina,Mendoza,América del Sur,-34.787093,-68.4381868,Concepcion (Chile),Concepcion,Chile,,América del Sur,-36.8270698,-73.0502064
Córdoba (Argentina) - San Rafael (Argentina),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,San Rafael (Argentina),San Rafael,Argentina,Mendoza,América del Sur,-34.6126025,-68.330514
Ciudad de Buenos Aires (Argentina) - São José Do Rio Preto (Brasil),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,São José Do Rio Preto (Brasil),São José Do Rio Preto,Brasil,,América del Sur,-20.8125851,-49.3804212
San Carlos de Bariloche (Argentina) - Antofagasta (Chile),San Carlos de Bariloche (Argentina),San Carlos de Bariloche,Argentina,Río Negro,América del Sur,-41.1334781,-71.3101474,Antofagasta (Chile),Antofagasta,Chile,,América del Sur,-23.6463741,-70.3980033
Moron (Argentina) - São Paulo (Brasil),Moron (Argentina),Moron,Argentina,Buenos Aires,América del Sur,-34.6510527,-58.6217416,São Paulo (Brasil),São Paulo,Brasil,,América del Sur,-23.5506507,-46.6333824
San Carlos de Bariloche (Argentina) - Arica (Chile),San Carlos de Bariloche (Argentina),San Carlos de Bariloche,Argentina,Río Negro,América del Sur,-41.1334781,-71.3101474,Arica (Chile),Arica,Chile,,América del Sur,-18.4785288,-70.3211394
San Carlos de Bariloche (Argentina) - La Serena (Chile),San Carlos de Bariloche (Argentina),San Carlos de Bariloche,Argentina,Río Negro,América del Sur,-41.1334781,-71.3101474,La Serena (Chile),La Serena,Chile,,América del Sur,-29.902631,-71.2520253
Mendoza (Argentina) - Guayaquil (Ecuador),Mendoza (Argentina),Mendoza,Argentina,Mendoza,América del Sur,-34.787093,-68.4381868,Guayaquil (Ecuador),Guayaquil,Ecuador,,América del Sur,-2.2895167,-80.0983887
Ezeiza (Argentina) - La Isabela (República Dominicana),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,La Isabela (República Dominicana),La Isabela,República Dominicana,,América Central y Caribe,19.8845082,-71.0736977
Formosa (Argentina) - Posadas (Argentina),Formosa (Argentina),Formosa,Argentina,Formosa,América del Sur,-24.5955306,-60.4289718,Posadas (Argentina),Posadas,Argentina,Misiones,América del Sur,-27.3664824,-55.894295
Ezeiza (Argentina) - Puerto Natales (Chile),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Puerto Natales (Chile),Puerto Natales,Chile,,América del Sur,-51.7262003,-72.5059982
Córdoba (Argentina) - Belo Horizonte (Brasil),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Belo Horizonte (Brasil),Belo Horizonte,Brasil,,América del Sur,-19.9227318,-43.9450948
Córdoba (Argentina) - Cochabamba (Bolivia),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Cochabamba (Bolivia),Cochabamba,Bolivia,,América del Sur,-17.4012458,-66.1675681
Mendoza (Argentina) - Foz Do Iguaçu (Brasil),Mendoza (Argentina),Mendoza,Argentina,Mendoza,América del Sur,-34.787093,-68.4381868,Foz Do Iguaçu (Brasil),Foz Do Iguaçu,Brasil,,América del Sur,-25.5304023,-54.5830692
Ezeiza (Argentina) - Hatzfeldhaven (Papúa Nueva Guinea),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Hatzfeldhaven (Papúa Nueva Guinea),Hatzfeldhaven,Papúa Nueva Guinea,,Oceanía,-4.3985481,145.2080679
Ciudad de Buenos Aires (Argentina) - Pucacaca (Perú),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,Pucacaca (Perú),Pucacaca,Perú,,América del Sur,-6.8500511,-76.3430875
Resistencia (Argentina) - Rio Hondo (Argentina),Resistencia (Argentina),Resistencia,Argentina,Chaco,América del Sur,-27.6048829,-59.1932003,Rio Hondo (Argentina),Rio Hondo,Argentina,Santiago del Estero,América del Sur,-27.8162017,-64.2980404
Ezeiza (Argentina) - Cúcuta (Colombia),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Cúcuta (Colombia),Cúcuta,Colombia,,América del Sur,8.0776187,-72.4689002
Ezeiza (Argentina) - Espargos (Cabo Verde),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Espargos (Cabo Verde),Espargos,Cabo Verde,,África,16.7577983,-22.9431454
Ciudad de Buenos Aires (Argentina) - Trujillo (Perú),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,Trujillo (Perú),Trujillo,Perú,,América del Sur,-8.1116778,-79.0287742
Ezeiza (Argentina) - Sucre (Bolivia),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Sucre (Bolivia),Sucre,Bolivia,,América del Sur,-19.0477251,-65.2594306
Córdoba (Argentina) - Guayaquil (Ecuador),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Guayaquil (Ecuador),Guayaquil,Ecuador,,América del Sur,-2.2895167,-80.0983887
Córdoba (Argentina) - Manta (Ecuador),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Manta (Ecuador),Manta,Ecuador,,América del Sur,-1.0320064,-80.8169311
Ciudad de Buenos Aires (Argentina) - La Serena (Chile),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,La Serena (Chile),La Serena,Chile,,América del Sur,-29.902631,-71.2520253
Córdoba (Argentina) - Calama (Chile),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Calama (Chile),Calama,Chile,,América del Sur,-22.4623917,-68.9272181
Mendoza (Argentina) - Santa Fe (Argentina),Mendoza (Argentina),Mendoza,Argentina,Mendoza,América del Sur,-34.787093,-68.4381868,Santa Fe (Argentina),Santa Fe,Argentina,Santa Fe,América del Sur,-30.3154739,-61.1645076
Ezeiza (Argentina) - Santo Domingo (Chile),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Santo Domingo (Chile),Santo Domingo,Chile,,América del Sur,-33.7863749,-71.6756251
Santa Fe (Argentina) - Trelew (Argentina),Santa Fe (Argentina),Santa Fe,Argentina,Santa Fe,América del Sur,-30.3154739,-61.1645076,Trelew (Argentina),Trelew,Argentina,Chubut,América del Sur,-43.2531242,-65.3094407
Ciudad de Buenos Aires (Argentina) - Las Palmas (España),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,Las Palmas (España),Las Palmas,España,,Europa,27.9580004,-15.6062305
Esquel (Argentina) - Neuquén (Argentina),Esquel (Argentina),Esquel,Argentina,Chubut,América del Sur,-42.9173055,-71.3216508,Neuquén (Argentina),Neuquén,Argentina,Neuquén,América del Sur,-38.3695057,-69.832275
El Palomar (Argentina) - Santa Rosa (Argentina),El Palomar (Argentina),El Palomar,Argentina,Buenos Aires,América del Sur,-34.6225227,-58.595568,Santa Rosa (Argentina),Santa Rosa,Argentina,La Pampa,América del Sur,-36.6203503,-64.2905765
San Carlos de Bariloche (Argentina) - Florianópolis (Brasil),San Carlos de Bariloche (Argentina),San Carlos de Bariloche,Argentina,Río Negro,América del Sur,-41.1334781,-71.3101474,Florianópolis (Brasil),Florianópolis,Brasil,,América del Sur,-27.5973002,-48.5496098
La Rioja (Argentina) - San Salvador de Jujuy (Argentina),La Rioja (Argentina),La Rioja,Argentina,La Rioja,América del Sur,-29.9729781,-67.0487944,San Salvador de Jujuy (Argentina),San Salvador de Jujuy,Argentina,Jujuy,América del Sur,-24.1852569,-65.2994789
Rosario (Argentina) - Río Cuarto (Argentina),Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024,Río Cuarto (Argentina),Río Cuarto,Argentina,Córdoba,América del Sur,-33.1237585,-64.3489782
Rosario (Argentina) - Caxias Do Sul (Brasil),Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024,Caxias Do Sul (Brasil),Caxias Do Sul,Brasil,,América del Sur,-29.1685045,-51.1796385
Mendoza (Argentina) - Calama (Chile),Mendoza (Argentina),Mendoza,Argentina,Mendoza,América del Sur,-34.787093,-68.4381868,Calama (Chile),Calama,Chile,,América del Sur,-22.4623917,-68.9272181
Córdoba (Argentina) - Quito (Ecuador),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Quito (Ecuador),Quito,Ecuador,,América del Sur,-0.2201641,-78.5123274
Córdoba (Argentina) - Curitiba (Brasil),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Curitiba (Brasil),Curitiba,Brasil,,América del Sur,-25.4295963,-49.2712724
Santa Fe (Argentina) - Santiago (Chile),Santa Fe (Argentina),Santa Fe,Argentina,Santa Fe,América del Sur,-30.3154739,-61.1645076,Santiago (Chile),Santiago,Chile,,América del Sur,-33.4377756,-70.6504502
Rio Hondo (Argentina) - São Paulo (Brasil),Rio Hondo (Argentina),Rio Hondo,Argentina,Santiago del Estero,América del Sur,-27.8162017,-64.2980404,São Paulo (Brasil),São Paulo,Brasil,,América del Sur,-23.5506507,-46.6333824
San Miguel de Tucumán (Argentina) - Mpumalanga (Sudáfrica),San Miguel de Tucumán (Argentina),San Miguel de Tucumán,Argentina,Tucumán,América del Sur,-26.8303703,-65.2038133,Mpumalanga (Sudáfrica),Mpumalanga,Sudáfrica,,África,-26.276849,30.1500153
Salta (Argentina) - Medellín (Colombia),Salta (Argentina),Salta,Argentina,Salta,América del Sur,-25.1076701,-64.3494964,Medellín (Colombia),Medellín,Colombia,,América del Sur,6.2697324,-75.6025597
Ezeiza (Argentina) - Ranguelmo (Chile),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Ranguelmo (Chile),Ranguelmo,Chile,,América del Sur,-36.5787404,-72.7632805
San Salvador de Jujuy (Argentina) - Asunción (Paraguay),San Salvador de Jujuy (Argentina),San Salvador de Jujuy,Argentina,Jujuy,América del Sur,-24.1852569,-65.2994789,Asunción (Paraguay),Asunción,Paraguay,,América del Sur,-25.2800459,-57.6343814
Resistencia (Argentina) - San Luis (Argentina),Resistencia (Argentina),Resistencia,Argentina,Chaco,América del Sur,-27.6048829,-59.1932003,San Luis (Argentina),San Luis,Argentina,San Luis,América del Sur,-33.2762202,-65.9515546
Bahía Blanca (Argentina) - San Luis (Argentina),Bahía Blanca (Argentina),Bahía Blanca,Argentina,Buenos Aires,América del Sur,-38.7176522,-62.2654871,San Luis (Argentina),San Luis,Argentina,San Luis,América del Sur,-33.2762202,-65.9515546
Ezeiza (Argentina) - San José de Chiquitos (Bolivia),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,San José de Chiquitos (Bolivia),San José de Chiquitos,Bolivia,,América del Sur,-17.8454338,-60.7421903
Ezeiza (Argentina) - Trujillo (Perú),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Trujillo (Perú),Trujillo,Perú,,América del Sur,-8.1116778,-79.0287742
San Carlos de Bariloche (Argentina) - Concepcion (Chile),San Carlos de Bariloche (Argentina),San Carlos de Bariloche,Argentina,Río Negro,América del Sur,-41.1334781,-71.3101474,Concepcion (Chile),Concepcion,Chile,,América del Sur,-36.8270698,-73.0502064
San Carlos de Bariloche (Argentina) - San Rafael (Argentina),San Carlos de Bariloche (Argentina),San Carlos de Bariloche,Argentina,Río Negro,América del Sur,-41.1334781,-71.3101474,San Rafael (Argentina),San Rafael,Argentina,Mendoza,América del Sur,-34.6126025,-68.330514
Ezeiza (Argentina) - Parnaíba (Brasil),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Parnaíba (Brasil),Parnaíba,Brasil,,América del Sur,-2.9147515,-41.7661953
El Calafate (Argentina) - Santiago (Chile),El Calafate (Argentina),El Calafate,Argentina,Santa Cruz,América del Sur,-50.3387375,-72.2737216,Santiago (Chile),Santiago,Chile,,América del Sur,-33.4377756,-70.6504502
Ezeiza (Argentina) - Leticia (Colombia),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Leticia (Colombia),Leticia,Colombia,,América del Sur,-4.2129211,-69.9425963
Rosario (Argentina) - Punta Cana (República Dominicana),Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024,Punta Cana (República Dominicana),Punta Cana,República Dominicana,,América Central y Caribe,18.556551,-68.3691611
Ciudad de Buenos Aires (Argentina) - Natal (Brasil),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,Natal (Brasil),Natal,Brasil,,América del Sur,-5.805398,-35.2080905
San Martín de los Andes (Argentina) - Concepcion (Chile),San Martín de los Andes (Argentina),San Martín de los Andes,Argentina,Neuquén,América del Sur,-40.1568791,-71.3525588,Concepcion (Chile),Concepcion,Chile,,América del Sur,-36.8270698,-73.0502064
Ciudad de Buenos Aires (Argentina) - Parnamirim (Brasil),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,Parnamirim (Brasil),Parnamirim,Brasil,,América del Sur,-5.9153334,-35.2679913
Córdoba (Argentina) - Cusco (Perú),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Cusco (Perú),Cusco,Perú,,América del Sur,-13.5170887,-71.9785356
Puerto Iguazú (Argentina) - Maceió (Brasil),Puerto Iguazú (Argentina),Puerto Iguazú,Argentina,Misiones,América del Sur,-25.6107508,-54.5764199,Maceió (Brasil),Maceió,Brasil,,América del Sur,-9.6476843,-35.7339264
San Carlos de Bariloche (Argentina) - Puerto Natales (Chile),San Carlos de Bariloche (Argentina),San Carlos de Bariloche,Argentina,Río Negro,América del Sur,-41.1334781,-71.3101474,Puerto Natales (Chile),Puerto Natales,Chile,,América del Sur,-51.7262003,-72.5059982
Córdoba (Argentina) - Montalvo (Ecuador),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Montalvo (Ecuador),Montalvo,Ecuador,,América del Sur,-1.8025855,-79.348133
Córdoba (Argentina) - Itaituba (Brasil),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Itaituba (Brasil),Itaituba,Brasil,,América del Sur,-4.2625218,-55.9878139
Córdoba (Argentina) - Chepica (Chile),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Chepica (Chile),Chepica,Chile,,América del Sur,-34.7285856,-71.2738582
Ciudad de Buenos Aires (Argentina) - Bagé (Brasil),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,Bagé (Brasil),Bagé,Brasil,,América del Sur,-31.3314264,-54.1062808
Ciudad de Buenos Aires (Argentina) - Cochabamba (Bolivia),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,Cochabamba (Bolivia),Cochabamba,Bolivia,,América del Sur,-17.4012458,-66.1675681
Ezeiza (Argentina) - Praia da Vitória (Portugal),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Praia da Vitória (Portugal),Praia da Vitória,Portugal,,Europa,38.7392376,-27.1562644
Santiago del Estero (Argentina) - Río de Janeiro (Brasil),Santiago del Estero (Argentina),Santiago del Estero,Argentina,Santiago del Estero,América del Sur,-27.6431016,-63.5408542,Río de Janeiro (Brasil),Río de Janeiro,Brasil,,América del Sur,-22.9110137,-43.2093727
La Rioja (Argentina) - Arequipa (Perú),La Rioja (Argentina),La Rioja,Argentina,La Rioja,América del Sur,-29.9729781,-67.0487944,Arequipa (Perú),Arequipa,Perú,,América del Sur,-16.3988667,-71.5369607
Santiago del Estero (Argentina) - Cúcuta (Colombia),Santiago del Estero (Argentina),Santiago del Estero,Argentina,Santiago del Estero,América del Sur,-27.6431016,-63.5408542,Cúcuta (Colombia),Cúcuta,Colombia,,América del Sur,8.0776187,-72.4689002
Ciudad de Buenos Aires (Argentina) - Rapel (Chile),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,Rapel (Chile),Rapel,Chile,,América del Sur,-33.9434247,-71.7380794
Córdoba (Argentina) - Auckland (Nueva Zelandia),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Auckland (Nueva Zelandia),Auckland,Nueva Zelandia,,Oceanía,-36.852095,174.7631803
Santiago del Estero (Argentina) - Quito (Ecuador),Santiago del Estero (Argentina),Santiago del Estero,Argentina,Santiago del Estero,América del Sur,-27.6431016,-63.5408542,Quito (Ecuador),Quito,Ecuador,,América del Sur,-0.2201641,-78.5123274
